wpp,file_group,VarID,Variant,col_name
2022,Demographic_Indicators,16,Instant replacement zero migration,Location
2022,Demographic_Indicators,16,Instant replacement zero migration,Time
2022,Demographic_Indicators,16,Instant replacement zero migration,TPopulation1Jan
2022,Demographic_Indicators,16,Instant replacement zero migration,TPopulation1July
2022,Demographic_Indicators,16,Instant replacement zero migration,TPopulationMale1July
2022,Demographic_Indicators,16,Instant replacement zero migration,TPopulationFemale1July
2022,Demographic_Indicators,16,Instant replacement zero migration,PopDensity
2022,Demographic_Indicators,16,Instant replacement zero migration,PopSexRatio
2022,Demographic_Indicators,16,Instant replacement zero migration,MedianAgePop
2022,Demographic_Indicators,16,Instant replacement zero migration,NatChange
2022,Demographic_Indicators,16,Instant replacement zero migration,NatChangeRT
2022,Demographic_Indicators,16,Instant replacement zero migration,PopChange
2022,Demographic_Indicators,16,Instant replacement zero migration,PopGrowthRate
2022,Demographic_Indicators,16,Instant replacement zero migration,DoublingTime
2022,Demographic_Indicators,16,Instant replacement zero migration,Births
2022,Demographic_Indicators,16,Instant replacement zero migration,Births1519
2022,Demographic_Indicators,16,Instant replacement zero migration,CBR
2022,Demographic_Indicators,16,Instant replacement zero migration,TFR
2022,Demographic_Indicators,16,Instant replacement zero migration,NNR
2022,Demographic_Indicators,16,Instant replacement zero migration,MAC
2022,Demographic_Indicators,16,Instant replacement zero migration,SRB
2022,Demographic_Indicators,16,Instant replacement zero migration,Deaths
2022,Demographic_Indicators,16,Instant replacement zero migration,DeathsMale
2022,Demographic_Indicators,16,Instant replacement zero migration,DeathsFemale
2022,Demographic_Indicators,16,Instant replacement zero migration,CDR
2022,Demographic_Indicators,16,Instant replacement zero migration,LEx
2022,Demographic_Indicators,16,Instant replacement zero migration,LExMale
2022,Demographic_Indicators,16,Instant replacement zero migration,LExFemale
2022,Demographic_Indicators,16,Instant replacement zero migration,LE15
2022,Demographic_Indicators,16,Instant replacement zero migration,LE15Male
2022,Demographic_Indicators,16,Instant replacement zero migration,LE15Female
2022,Demographic_Indicators,16,Instant replacement zero migration,LE65
2022,Demographic_Indicators,16,Instant replacement zero migration,LE65Male
2022,Demographic_Indicators,16,Instant replacement zero migration,LE65Female
2022,Demographic_Indicators,16,Instant replacement zero migration,LE80
2022,Demographic_Indicators,16,Instant replacement zero migration,LE80Male
2022,Demographic_Indicators,16,Instant replacement zero migration,LE80Female
2022,Demographic_Indicators,16,Instant replacement zero migration,InfantDeaths
2022,Demographic_Indicators,16,Instant replacement zero migration,IMR
2022,Demographic_Indicators,16,Instant replacement zero migration,LBsurvivingAge1
2022,Demographic_Indicators,16,Instant replacement zero migration,Under5Deaths
2022,Demographic_Indicators,16,Instant replacement zero migration,Q5
2022,Demographic_Indicators,16,Instant replacement zero migration,Q0040
2022,Demographic_Indicators,16,Instant replacement zero migration,Q0040Male
2022,Demographic_Indicators,16,Instant replacement zero migration,Q0040Female
2022,Demographic_Indicators,16,Instant replacement zero migration,Q0060
2022,Demographic_Indicators,16,Instant replacement zero migration,Q0060Male
2022,Demographic_Indicators,16,Instant replacement zero migration,Q0060Female
2022,Demographic_Indicators,16,Instant replacement zero migration,Q1550
2022,Demographic_Indicators,16,Instant replacement zero migration,Q1550Male
2022,Demographic_Indicators,16,Instant replacement zero migration,Q1550Female
2022,Demographic_Indicators,16,Instant replacement zero migration,Q1560
2022,Demographic_Indicators,16,Instant replacement zero migration,Q1560Male
2022,Demographic_Indicators,16,Instant replacement zero migration,Q1560Female
2022,Demographic_Indicators,16,Instant replacement zero migration,NetMigrations
2022,Demographic_Indicators,16,Instant replacement zero migration,CNMR
2022,Demographic_Indicators,2,Medium,SortOrder
2022,Demographic_Indicators,2,Medium,LocID
2022,Demographic_Indicators,2,Medium,Notes
2022,Demographic_Indicators,2,Medium,ISO3_code
2022,Demographic_Indicators,2,Medium,ISO2_code
2022,Demographic_Indicators,2,Medium,SDMX_code
2022,Demographic_Indicators,2,Medium,LocTypeID
2022,Demographic_Indicators,2,Medium,LocTypeName
2022,Demographic_Indicators,2,Medium,ParentID
2022,Demographic_Indicators,2,Medium,Location
2022,Demographic_Indicators,2,Medium,Time
2022,Demographic_Indicators,2,Medium,TPopulation1Jan
2022,Demographic_Indicators,2,Medium,TPopulation1July
2022,Demographic_Indicators,2,Medium,TPopulationMale1July
2022,Demographic_Indicators,2,Medium,TPopulationFemale1July
2022,Demographic_Indicators,2,Medium,PopDensity
2022,Demographic_Indicators,2,Medium,PopSexRatio
2022,Demographic_Indicators,2,Medium,MedianAgePop
2022,Demographic_Indicators,2,Medium,NatChange
2022,Demographic_Indicators,2,Medium,NatChangeRT
2022,Demographic_Indicators,2,Medium,PopChange
2022,Demographic_Indicators,2,Medium,PopGrowthRate
2022,Demographic_Indicators,2,Medium,DoublingTime
2022,Demographic_Indicators,2,Medium,Births
2022,Demographic_Indicators,2,Medium,Births1519
2022,Demographic_Indicators,2,Medium,CBR
2022,Demographic_Indicators,2,Medium,TFR
2022,Demographic_Indicators,2,Medium,NNR
2022,Demographic_Indicators,2,Medium,MAC
2022,Demographic_Indicators,2,Medium,SRB
2022,Demographic_Indicators,2,Medium,Deaths
2022,Demographic_Indicators,2,Medium,DeathsMale
2022,Demographic_Indicators,2,Medium,DeathsFemale
2022,Demographic_Indicators,2,Medium,CDR
2022,Demographic_Indicators,2,Medium,LEx
2022,Demographic_Indicators,2,Medium,LExMale
2022,Demographic_Indicators,2,Medium,LExFemale
2022,Demographic_Indicators,2,Medium,LE15
2022,Demographic_Indicators,2,Medium,LE15Male
2022,Demographic_Indicators,2,Medium,LE15Female
2022,Demographic_Indicators,2,Medium,LE65
2022,Demographic_Indicators,2,Medium,LE65Male
2022,Demographic_Indicators,2,Medium,LE65Female
2022,Demographic_Indicators,2,Medium,LE80
2022,Demographic_Indicators,2,Medium,LE80Male
2022,Demographic_Indicators,2,Medium,LE80Female
2022,Demographic_Indicators,2,Medium,InfantDeaths
2022,Demographic_Indicators,2,Medium,IMR
2022,Demographic_Indicators,2,Medium,LBsurvivingAge1
2022,Demographic_Indicators,2,Medium,Under5Deaths
2022,Demographic_Indicators,2,Medium,Q5
2022,Demographic_Indicators,2,Medium,Q0040
2022,Demographic_Indicators,2,Medium,Q0040Male
2022,Demographic_Indicators,2,Medium,Q0040Female
2022,Demographic_Indicators,2,Medium,Q0060
2022,Demographic_Indicators,2,Medium,Q0060Male
2022,Demographic_Indicators,2,Medium,Q0060Female
2022,Demographic_Indicators,2,Medium,Q1550
2022,Demographic_Indicators,2,Medium,Q1550Male
2022,Demographic_Indicators,2,Medium,Q1550Female
2022,Demographic_Indicators,2,Medium,Q1560
2022,Demographic_Indicators,2,Medium,Q1560Male
2022,Demographic_Indicators,2,Medium,Q1560Female
2022,Demographic_Indicators,2,Medium,NetMigrations
2022,Demographic_Indicators,2,Medium,CNMR
2022,Demographic_Indicators,3,High,SortOrder
2022,Demographic_Indicators,3,High,LocID
2022,Demographic_Indicators,3,High,Notes
2022,Demographic_Indicators,3,High,ISO3_code
2022,Demographic_Indicators,3,High,ISO2_code
2022,Demographic_Indicators,3,High,SDMX_code
2022,Demographic_Indicators,3,High,LocTypeID
2022,Demographic_Indicators,3,High,LocTypeName
2022,Demographic_Indicators,3,High,ParentID
2022,Demographic_Indicators,3,High,Location
2022,Demographic_Indicators,3,High,Time
2022,Demographic_Indicators,3,High,TPopulation1Jan
2022,Demographic_Indicators,3,High,TPopulation1July
2022,Demographic_Indicators,3,High,TPopulationMale1July
2022,Demographic_Indicators,3,High,TPopulationFemale1July
2022,Demographic_Indicators,3,High,PopDensity
2022,Demographic_Indicators,3,High,PopSexRatio
2022,Demographic_Indicators,3,High,MedianAgePop
2022,Demographic_Indicators,3,High,NatChange
2022,Demographic_Indicators,3,High,NatChangeRT
2022,Demographic_Indicators,3,High,PopChange
2022,Demographic_Indicators,3,High,PopGrowthRate
2022,Demographic_Indicators,3,High,DoublingTime
2022,Demographic_Indicators,3,High,Births
2022,Demographic_Indicators,3,High,Births1519
2022,Demographic_Indicators,3,High,CBR
2022,Demographic_Indicators,3,High,TFR
2022,Demographic_Indicators,3,High,NNR
2022,Demographic_Indicators,3,High,MAC
2022,Demographic_Indicators,3,High,SRB
2022,Demographic_Indicators,3,High,Deaths
2022,Demographic_Indicators,3,High,DeathsMale
2022,Demographic_Indicators,3,High,DeathsFemale
2022,Demographic_Indicators,3,High,CDR
2022,Demographic_Indicators,3,High,LEx
2022,Demographic_Indicators,3,High,LExMale
2022,Demographic_Indicators,3,High,LExFemale
2022,Demographic_Indicators,3,High,LE15
2022,Demographic_Indicators,3,High,LE15Male
2022,Demographic_Indicators,3,High,LE15Female
2022,Demographic_Indicators,3,High,LE65
2022,Demographic_Indicators,3,High,LE65Male
2022,Demographic_Indicators,3,High,LE65Female
2022,Demographic_Indicators,3,High,LE80
2022,Demographic_Indicators,3,High,LE80Male
2022,Demographic_Indicators,3,High,LE80Female
2022,Demographic_Indicators,3,High,InfantDeaths
2022,Demographic_Indicators,3,High,IMR
2022,Demographic_Indicators,3,High,LBsurvivingAge1
2022,Demographic_Indicators,3,High,Under5Deaths
2022,Demographic_Indicators,3,High,Q5
2022,Demographic_Indicators,3,High,Q0040
2022,Demographic_Indicators,3,High,Q0040Male
2022,Demographic_Indicators,3,High,Q0040Female
2022,Demographic_Indicators,3,High,Q0060
2022,Demographic_Indicators,3,High,Q0060Male
2022,Demographic_Indicators,3,High,Q0060Female
2022,Demographic_Indicators,3,High,Q1550
2022,Demographic_Indicators,3,High,Q1550Male
2022,Demographic_Indicators,3,High,Q1550Female
2022,Demographic_Indicators,3,High,Q1560
2022,Demographic_Indicators,3,High,Q1560Male
2022,Demographic_Indicators,3,High,Q1560Female
2022,Demographic_Indicators,3,High,NetMigrations
2022,Demographic_Indicators,3,High,CNMR
2022,Demographic_Indicators,4,Low,SortOrder
2022,Demographic_Indicators,4,Low,LocID
2022,Demographic_Indicators,4,Low,Notes
2022,Demographic_Indicators,4,Low,ISO3_code
2022,Demographic_Indicators,4,Low,ISO2_code
2022,Demographic_Indicators,4,Low,SDMX_code
2022,Demographic_Indicators,4,Low,LocTypeID
2022,Demographic_Indicators,4,Low,LocTypeName
2022,Demographic_Indicators,4,Low,ParentID
2022,Demographic_Indicators,4,Low,Location
2022,Demographic_Indicators,4,Low,Time
2022,Demographic_Indicators,4,Low,TPopulation1Jan
2022,Demographic_Indicators,4,Low,TPopulation1July
2022,Demographic_Indicators,4,Low,TPopulationMale1July
2022,Demographic_Indicators,4,Low,TPopulationFemale1July
2022,Demographic_Indicators,4,Low,PopDensity
2022,Demographic_Indicators,4,Low,PopSexRatio
2022,Demographic_Indicators,4,Low,MedianAgePop
2022,Demographic_Indicators,4,Low,NatChange
2022,Demographic_Indicators,4,Low,NatChangeRT
2022,Demographic_Indicators,4,Low,PopChange
2022,Demographic_Indicators,4,Low,PopGrowthRate
2022,Demographic_Indicators,4,Low,DoublingTime
2022,Demographic_Indicators,4,Low,Births
2022,Demographic_Indicators,4,Low,Births1519
2022,Demographic_Indicators,4,Low,CBR
2022,Demographic_Indicators,4,Low,TFR
2022,Demographic_Indicators,4,Low,NNR
2022,Demographic_Indicators,4,Low,MAC
2022,Demographic_Indicators,4,Low,SRB
2022,Demographic_Indicators,4,Low,Deaths
2022,Demographic_Indicators,4,Low,DeathsMale
2022,Demographic_Indicators,4,Low,DeathsFemale
2022,Demographic_Indicators,4,Low,CDR
2022,Demographic_Indicators,4,Low,LEx
2022,Demographic_Indicators,4,Low,LExMale
2022,Demographic_Indicators,4,Low,LExFemale
2022,Demographic_Indicators,4,Low,LE15
2022,Demographic_Indicators,4,Low,LE15Male
2022,Demographic_Indicators,4,Low,LE15Female
2022,Demographic_Indicators,4,Low,LE65
2022,Demographic_Indicators,4,Low,LE65Male
2022,Demographic_Indicators,4,Low,LE65Female
2022,Demographic_Indicators,4,Low,LE80
2022,Demographic_Indicators,4,Low,LE80Male
2022,Demographic_Indicators,4,Low,LE80Female
2022,Demographic_Indicators,4,Low,InfantDeaths
2022,Demographic_Indicators,4,Low,IMR
2022,Demographic_Indicators,4,Low,LBsurvivingAge1
2022,Demographic_Indicators,4,Low,Under5Deaths
2022,Demographic_Indicators,4,Low,Q5
2022,Demographic_Indicators,4,Low,Q0040
2022,Demographic_Indicators,4,Low,Q0040Male
2022,Demographic_Indicators,4,Low,Q0040Female
2022,Demographic_Indicators,4,Low,Q0060
2022,Demographic_Indicators,4,Low,Q0060Male
2022,Demographic_Indicators,4,Low,Q0060Female
2022,Demographic_Indicators,4,Low,Q1550
2022,Demographic_Indicators,4,Low,Q1550Male
2022,Demographic_Indicators,4,Low,Q1550Female
2022,Demographic_Indicators,4,Low,Q1560
2022,Demographic_Indicators,4,Low,Q1560Male
2022,Demographic_Indicators,4,Low,Q1560Female
2022,Demographic_Indicators,4,Low,NetMigrations
2022,Demographic_Indicators,4,Low,CNMR
2022,Demographic_Indicators,5,Constant fertility,SortOrder
2022,Demographic_Indicators,5,Constant fertility,LocID
2022,Demographic_Indicators,5,Constant fertility,Notes
2022,Demographic_Indicators,5,Constant fertility,ISO3_code
2022,Demographic_Indicators,5,Constant fertility,ISO2_code
2022,Demographic_Indicators,5,Constant fertility,SDMX_code
2022,Demographic_Indicators,5,Constant fertility,LocTypeID
2022,Demographic_Indicators,5,Constant fertility,LocTypeName
2022,Demographic_Indicators,5,Constant fertility,ParentID
2022,Demographic_Indicators,5,Constant fertility,Location
2022,Demographic_Indicators,5,Constant fertility,Time
2022,Demographic_Indicators,5,Constant fertility,TPopulation1Jan
2022,Demographic_Indicators,5,Constant fertility,TPopulation1July
2022,Demographic_Indicators,5,Constant fertility,TPopulationMale1July
2022,Demographic_Indicators,5,Constant fertility,TPopulationFemale1July
2022,Demographic_Indicators,5,Constant fertility,PopDensity
2022,Demographic_Indicators,5,Constant fertility,PopSexRatio
2022,Demographic_Indicators,5,Constant fertility,MedianAgePop
2022,Demographic_Indicators,5,Constant fertility,NatChange
2022,Demographic_Indicators,5,Constant fertility,NatChangeRT
2022,Demographic_Indicators,5,Constant fertility,PopChange
2022,Demographic_Indicators,5,Constant fertility,PopGrowthRate
2022,Demographic_Indicators,5,Constant fertility,DoublingTime
2022,Demographic_Indicators,5,Constant fertility,Births
2022,Demographic_Indicators,5,Constant fertility,Births1519
2022,Demographic_Indicators,5,Constant fertility,CBR
2022,Demographic_Indicators,5,Constant fertility,TFR
2022,Demographic_Indicators,5,Constant fertility,NNR
2022,Demographic_Indicators,5,Constant fertility,MAC
2022,Demographic_Indicators,5,Constant fertility,SRB
2022,Demographic_Indicators,5,Constant fertility,Deaths
2022,Demographic_Indicators,5,Constant fertility,DeathsMale
2022,Demographic_Indicators,5,Constant fertility,DeathsFemale
2022,Demographic_Indicators,5,Constant fertility,CDR
2022,Demographic_Indicators,5,Constant fertility,LEx
2022,Demographic_Indicators,5,Constant fertility,LExMale
2022,Demographic_Indicators,5,Constant fertility,LExFemale
2022,Demographic_Indicators,5,Constant fertility,LE15
2022,Demographic_Indicators,5,Constant fertility,LE15Male
2022,Demographic_Indicators,5,Constant fertility,LE15Female
2022,Demographic_Indicators,5,Constant fertility,LE65
2022,Demographic_Indicators,5,Constant fertility,LE65Male
2022,Demographic_Indicators,5,Constant fertility,LE65Female
2022,Demographic_Indicators,5,Constant fertility,LE80
2022,Demographic_Indicators,5,Constant fertility,LE80Male
2022,Demographic_Indicators,5,Constant fertility,LE80Female
2022,Demographic_Indicators,5,Constant fertility,InfantDeaths
2022,Demographic_Indicators,5,Constant fertility,IMR
2022,Demographic_Indicators,5,Constant fertility,LBsurvivingAge1
2022,Demographic_Indicators,5,Constant fertility,Under5Deaths
2022,Demographic_Indicators,5,Constant fertility,Q5
2022,Demographic_Indicators,5,Constant fertility,Q0040
2022,Demographic_Indicators,5,Constant fertility,Q0040Male
2022,Demographic_Indicators,5,Constant fertility,Q0040Female
2022,Demographic_Indicators,5,Constant fertility,Q0060
2022,Demographic_Indicators,5,Constant fertility,Q0060Male
2022,Demographic_Indicators,5,Constant fertility,Q0060Female
2022,Demographic_Indicators,5,Constant fertility,Q1550
2022,Demographic_Indicators,5,Constant fertility,Q1550Male
2022,Demographic_Indicators,5,Constant fertility,Q1550Female
2022,Demographic_Indicators,5,Constant fertility,Q1560
2022,Demographic_Indicators,5,Constant fertility,Q1560Male
2022,Demographic_Indicators,5,Constant fertility,Q1560Female
2022,Demographic_Indicators,5,Constant fertility,NetMigrations
2022,Demographic_Indicators,5,Constant fertility,CNMR
2022,Demographic_Indicators,6,Instant replacement,SortOrder
2022,Demographic_Indicators,6,Instant replacement,LocID
2022,Demographic_Indicators,6,Instant replacement,Notes
2022,Demographic_Indicators,6,Instant replacement,ISO3_code
2022,Demographic_Indicators,6,Instant replacement,ISO2_code
2022,Demographic_Indicators,6,Instant replacement,SDMX_code
2022,Demographic_Indicators,6,Instant replacement,LocTypeID
2022,Demographic_Indicators,6,Instant replacement,LocTypeName
2022,Demographic_Indicators,6,Instant replacement,ParentID
2022,Demographic_Indicators,6,Instant replacement,Location
2022,Demographic_Indicators,6,Instant replacement,Time
2022,Demographic_Indicators,6,Instant replacement,TPopulation1Jan
2022,Demographic_Indicators,6,Instant replacement,TPopulation1July
2022,Demographic_Indicators,6,Instant replacement,TPopulationMale1July
2022,Demographic_Indicators,6,Instant replacement,TPopulationFemale1July
2022,Demographic_Indicators,6,Instant replacement,PopDensity
2022,Demographic_Indicators,6,Instant replacement,PopSexRatio
2022,Demographic_Indicators,6,Instant replacement,MedianAgePop
2022,Demographic_Indicators,6,Instant replacement,NatChange
2022,Demographic_Indicators,6,Instant replacement,NatChangeRT
2022,Demographic_Indicators,6,Instant replacement,PopChange
2022,Demographic_Indicators,6,Instant replacement,PopGrowthRate
2022,Demographic_Indicators,6,Instant replacement,DoublingTime
2022,Demographic_Indicators,6,Instant replacement,Births
2022,Demographic_Indicators,6,Instant replacement,Births1519
2022,Demographic_Indicators,6,Instant replacement,CBR
2022,Demographic_Indicators,6,Instant replacement,TFR
2022,Demographic_Indicators,6,Instant replacement,NNR
2022,Demographic_Indicators,6,Instant replacement,MAC
2022,Demographic_Indicators,6,Instant replacement,SRB
2022,Demographic_Indicators,6,Instant replacement,Deaths
2022,Demographic_Indicators,6,Instant replacement,DeathsMale
2022,Demographic_Indicators,6,Instant replacement,DeathsFemale
2022,Demographic_Indicators,6,Instant replacement,CDR
2022,Demographic_Indicators,6,Instant replacement,LEx
2022,Demographic_Indicators,6,Instant replacement,LExMale
2022,Demographic_Indicators,6,Instant replacement,LExFemale
2022,Demographic_Indicators,6,Instant replacement,LE15
2022,Demographic_Indicators,6,Instant replacement,LE15Male
2022,Demographic_Indicators,6,Instant replacement,LE15Female
2022,Demographic_Indicators,6,Instant replacement,LE65
2022,Demographic_Indicators,6,Instant replacement,LE65Male
2022,Demographic_Indicators,6,Instant replacement,LE65Female
2022,Demographic_Indicators,6,Instant replacement,LE80
2022,Demographic_Indicators,6,Instant replacement,LE80Male
2022,Demographic_Indicators,6,Instant replacement,LE80Female
2022,Demographic_Indicators,6,Instant replacement,InfantDeaths
2022,Demographic_Indicators,6,Instant replacement,IMR
2022,Demographic_Indicators,6,Instant replacement,LBsurvivingAge1
2022,Demographic_Indicators,6,Instant replacement,Under5Deaths
2022,Demographic_Indicators,6,Instant replacement,Q5
2022,Demographic_Indicators,6,Instant replacement,Q0040
2022,Demographic_Indicators,6,Instant replacement,Q0040Male
2022,Demographic_Indicators,6,Instant replacement,Q0040Female
2022,Demographic_Indicators,6,Instant replacement,Q0060
2022,Demographic_Indicators,6,Instant replacement,Q0060Male
2022,Demographic_Indicators,6,Instant replacement,Q0060Female
2022,Demographic_Indicators,6,Instant replacement,Q1550
2022,Demographic_Indicators,6,Instant replacement,Q1550Male
2022,Demographic_Indicators,6,Instant replacement,Q1550Female
2022,Demographic_Indicators,6,Instant replacement,Q1560
2022,Demographic_Indicators,6,Instant replacement,Q1560Male
2022,Demographic_Indicators,6,Instant replacement,Q1560Female
2022,Demographic_Indicators,6,Instant replacement,NetMigrations
2022,Demographic_Indicators,6,Instant replacement,CNMR
2022,Demographic_Indicators,7,Zero migration,SortOrder
2022,Demographic_Indicators,7,Zero migration,LocID
2022,Demographic_Indicators,7,Zero migration,Notes
2022,Demographic_Indicators,7,Zero migration,ISO3_code
2022,Demographic_Indicators,7,Zero migration,ISO2_code
2022,Demographic_Indicators,7,Zero migration,SDMX_code
2022,Demographic_Indicators,7,Zero migration,LocTypeID
2022,Demographic_Indicators,7,Zero migration,LocTypeName
2022,Demographic_Indicators,7,Zero migration,ParentID
2022,Demographic_Indicators,7,Zero migration,Location
2022,Demographic_Indicators,7,Zero migration,Time
2022,Demographic_Indicators,7,Zero migration,TPopulation1Jan
2022,Demographic_Indicators,7,Zero migration,TPopulation1July
2022,Demographic_Indicators,7,Zero migration,TPopulationMale1July
2022,Demographic_Indicators,7,Zero migration,TPopulationFemale1July
2022,Demographic_Indicators,7,Zero migration,PopDensity
2022,Demographic_Indicators,7,Zero migration,PopSexRatio
2022,Demographic_Indicators,7,Zero migration,MedianAgePop
2022,Demographic_Indicators,7,Zero migration,NatChange
2022,Demographic_Indicators,7,Zero migration,NatChangeRT
2022,Demographic_Indicators,7,Zero migration,PopChange
2022,Demographic_Indicators,7,Zero migration,PopGrowthRate
2022,Demographic_Indicators,7,Zero migration,DoublingTime
2022,Demographic_Indicators,7,Zero migration,Births
2022,Demographic_Indicators,7,Zero migration,Births1519
2022,Demographic_Indicators,7,Zero migration,CBR
2022,Demographic_Indicators,7,Zero migration,TFR
2022,Demographic_Indicators,7,Zero migration,NNR
2022,Demographic_Indicators,7,Zero migration,MAC
2022,Demographic_Indicators,7,Zero migration,SRB
2022,Demographic_Indicators,7,Zero migration,Deaths
2022,Demographic_Indicators,7,Zero migration,DeathsMale
2022,Demographic_Indicators,7,Zero migration,DeathsFemale
2022,Demographic_Indicators,7,Zero migration,CDR
2022,Demographic_Indicators,7,Zero migration,LEx
2022,Demographic_Indicators,7,Zero migration,LExMale
2022,Demographic_Indicators,7,Zero migration,LExFemale
2022,Demographic_Indicators,7,Zero migration,LE15
2022,Demographic_Indicators,7,Zero migration,LE15Male
2022,Demographic_Indicators,7,Zero migration,LE15Female
2022,Demographic_Indicators,7,Zero migration,LE65
2022,Demographic_Indicators,7,Zero migration,LE65Male
2022,Demographic_Indicators,7,Zero migration,LE65Female
2022,Demographic_Indicators,7,Zero migration,LE80
2022,Demographic_Indicators,7,Zero migration,LE80Male
2022,Demographic_Indicators,7,Zero migration,LE80Female
2022,Demographic_Indicators,7,Zero migration,InfantDeaths
2022,Demographic_Indicators,7,Zero migration,IMR
2022,Demographic_Indicators,7,Zero migration,LBsurvivingAge1
2022,Demographic_Indicators,7,Zero migration,Under5Deaths
2022,Demographic_Indicators,7,Zero migration,Q5
2022,Demographic_Indicators,7,Zero migration,Q0040
2022,Demographic_Indicators,7,Zero migration,Q0040Male
2022,Demographic_Indicators,7,Zero migration,Q0040Female
2022,Demographic_Indicators,7,Zero migration,Q0060
2022,Demographic_Indicators,7,Zero migration,Q0060Male
2022,Demographic_Indicators,7,Zero migration,Q0060Female
2022,Demographic_Indicators,7,Zero migration,Q1550
2022,Demographic_Indicators,7,Zero migration,Q1550Male
2022,Demographic_Indicators,7,Zero migration,Q1550Female
2022,Demographic_Indicators,7,Zero migration,Q1560
2022,Demographic_Indicators,7,Zero migration,Q1560Male
2022,Demographic_Indicators,7,Zero migration,Q1560Female
2022,Demographic_Indicators,7,Zero migration,NetMigrations
2022,Demographic_Indicators,7,Zero migration,CNMR
2022,Demographic_Indicators,8,Constant mortality,SortOrder
2022,Demographic_Indicators,8,Constant mortality,LocID
2022,Demographic_Indicators,8,Constant mortality,Notes
